w_d,r2_aK0.7,r2_aK1.5,r2_aK3.0,any_fail
0.1,0.729073499855801,0.9896367661173779,0.9691334580348686,True
0.3,0.6891838799477379,0.9617956639526588,0.7640407506920764,True
0.5,0.6477538156673426,0.9194023644215358,0.4550969836470534,True
