lambda,mean_lens,mean_content
0.0,0.4152495265007019,982470976.0
0.2,0.4152495265007019,1350589184.0
0.4,0.4152495265007019,1984252928.0
0.6,0.4152495265007019,3178142464.0
0.8,0.4152495265007019,5784577536.0
1.0,0.4152495265007019,13115132928.0
