alpha_K,mean_asym_tau<=10,std_across_seeds,SEM,significance_SEM,nonzero
0.7,-0.16367816887795925,0.004827611364804518,0.0015266247570896307,107.21571755640913,True
1.5,-0.054111369617749004,0.005060923766354685,0.0016004046166158633,33.811055668134216,True
