trial,norm
0,6.434525489807129
1,6.434525489807129
2,6.434525489807129
3,6.434525489807129
4,6.434525489807129
5,6.434525489807129
6,6.434525489807129
7,6.434525489807129
8,6.434525489807129
9,6.434525489807129
